#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SubG1_G_V_DBT_S267_L001	SubG1_G_V_PF_1_S264_L001	SubG1_S_V_DBT_S261_L001	SubG1_S_V_PF_1_S258_L001	SubG2_G_V_DBT_S268_L001	SubG2_G_V_PF_1_S265_L001	SubG2_S_V_DBT_S262_L001	SubG2_S_V_PF_1_S259_L001	SubG3_G_V_DBT_S269_L001	SubG3_G_V_PF_1_S266_L001	SubG3_S_V_DBT_S263_L001	SubG3_S_V_PF_1_S260_L001
k__Bacteria|p__Candidatus_Gracilibacteria|c__Candidatus_Gracilibacteria_unclassified|o__Candidatus_Gracilibacteria_unclassified|f__Candidatus_Gracilibacteria_unclassified	29583.0	40332.0	0.0	707.0	35066.0	52326.0	2833.0	0.0	69035.0	70046.0	761.0	2874.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae	37908.0	48562.0	4074.0	6918.0	41611.0	48474.0	0.0	361.0	3997.0	4562.0	138.0	1106.0
k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781	11350.0	11832.0	15729.0	16044.0	2894.0	4124.0	7516.0	6433.0	1050.0	583.0	250.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB12783|o__OFGB12783|f__FGB12783	11515.0	14195.0	0.0	23.0	0.0	0.0	0.0	0.0	104.0	178.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	15661.0	22024.0	5729.0	7786.0	138.0	501.0	0.0	0.0	3445.0	3240.0	11840.0	8739.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	15915.0	32407.0	12444.0	11361.0	128104.0	148483.0	245882.0	215685.0	16793.0	17649.0	234043.0	204705.0
k__Bacteria|p__Bacteroidota|c__CFGB496|o__OFGB496|f__FGB496	15653.0	17807.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394	8044.0	11874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	10113.0	13994.0	0.0	0.0	362150.0	480815.0	91536.0	82564.0	132190.0	139445.0	12658.0	11130.0
k__Bacteria|p__Pseudomonadota|c__CFGB73473|o__OFGB73473|f__FGB73473	9618.0	11572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	5588.0	7767.0	0.0	0.0	0.0	0.0	0.0	0.0	1475.0	1938.0	10230.0	8465.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae	4153.0	7468.0	15573.0	2307.0	0.0	0.0	1579.0	0.0	1584.0	1550.0	5090.0	956.0
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae	6178.0	13335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1261|o__OFGB1261|f__FGB1261	3189.0	5836.0	0.0	0.0	0.0	0.0	0.0	0.0	1113.0	1722.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae	2252.0	2874.0	6943.0	4763.0	0.0	0.0	3115.0	1145.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB89717|o__OFGB89717|f__FGB89717	822.0	1969.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae	360.0	3880.0	0.0	0.0	38344.0	64451.0	2093.0	487.0	0.0	0.0	1781.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB47462|o__OFGB47462|f__FGB47462	322.0	786.0	10179.0	9768.0	0.0	0.0	0.0	0.0	0.0	0.0	346.0	393.0
k__Bacteria|p__Firmicutes|c__CFGB14224|o__OFGB14224|f__FGB14224	446.0	660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2473230.0	3285908.0	810074.0	773364.0	830087.0	1074678.0	326736.0	265023.0	565036.0	568581.0	1583812.0	1317817.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	1031032.0	1411443.0	1258266.0	1348264.0	3587447.0	4590305.0	6142361.0	5011293.0	1332681.0	1445763.0	1305264.0	1157992.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium	1091367.0	1722202.0	24173.0	33097.0	1936506.0	2945737.0	3414.0	3507.0	1390333.0	1781081.0	6257.0	6934.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	736514.0	953701.0	460516.0	476481.0	936195.0	1208592.0	1473192.0	1285343.0	677354.0	692040.0	322986.0	272146.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	871491.0	1230992.0	60092.0	80022.0	3100619.0	4207734.0	893006.0	743597.0	931568.0	1049189.0	103136.0	85867.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	619126.0	891868.0	47483.0	53908.0	899323.0	1375949.0	127656.0	95598.0	427563.0	439231.0	150151.0	143728.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	657461.0	844334.0	274754.0	282492.0	519774.0	640219.0	335303.0	330940.0	368518.0	360448.0	217022.0	170254.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	875484.0	1479149.0	9950.0	9765.0	2136412.0	3462933.0	12376.0	11813.0	885975.0	1210385.0	107694.0	95042.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	582917.0	840359.0	63003.0	77528.0	841433.0	1093729.0	96534.0	85112.0	356140.0	347124.0	83320.0	69844.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia	560248.0	899972.0	162269.0	166734.0	782677.0	1204106.0	400326.0	228324.0	299284.0	369177.0	83728.0	53303.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	225387.0	289081.0	22568.0	14057.0	355336.0	459696.0	7789.0	6081.0	168433.0	175110.0	30194.0	33452.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	401229.0	509211.0	42069.0	43870.0	974651.0	1201706.0	310199.0	241724.0	104806.0	110590.0	273848.0	234455.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema	397657.0	580878.0	10628.0	13385.0	18554.0	18710.0	10799.0	8996.0	75369.0	87509.0	37202.0	32327.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia	411999.0	649970.0	188.0	332.0	1407626.0	2214368.0	14512.0	10985.0	600374.0	746769.0	2165.0	1710.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	302350.0	447810.0	18091.0	20548.0	314800.0	455721.0	7370.0	4199.0	451377.0	505948.0	15479.0	11529.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	205934.0	284556.0	37523.0	49528.0	139576.0	163153.0	29378.0	16088.0	144105.0	145028.0	83283.0	74311.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella	139600.0	195389.0	70892.0	77415.0	94385.0	146150.0	111373.0	107712.0	89111.0	106513.0	50755.0	51259.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	202552.0	303297.0	2247.0	2960.0	434340.0	602091.0	7283.0	6227.0	261199.0	318756.0	1898.0	986.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	161425.0	221231.0	27010.0	31003.0	216139.0	308378.0	80094.0	60527.0	111153.0	125594.0	45143.0	39015.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	130325.0	165680.0	90953.0	117623.0	674341.0	820556.0	184748.0	169815.0	260926.0	239566.0	396968.0	331886.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	146232.0	209860.0	10951.0	11447.0	687993.0	918916.0	171722.0	148506.0	64156.0	80453.0	13247.0	11752.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666	169195.0	231593.0	24239.0	23822.0	0.0	0.0	0.0	0.0	23707.0	31369.0	24701.0	20673.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella	150158.0	195617.0	275950.0	281166.0	52069.0	68557.0	561619.0	485590.0	49480.0	52861.0	182080.0	152663.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4308	93654.0	136620.0	0.0	0.0	0.0	0.0	0.0	0.0	10730.0	11271.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12787	58722.0	82939.0	610.0	1056.0	0.0	0.0	0.0	0.0	18173.0	21841.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	104884.0	139727.0	203450.0	235367.0	915658.0	1114767.0	1355135.0	1175244.0	85422.0	83432.0	252063.0	218226.0
k__Bacteria|p__Bacteroidota|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1022	139578.0	177228.0	0.0	165.0	0.0	0.0	0.0	0.0	3955.0	4781.0	7456.0	6136.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	99308.0	135000.0	0.0	0.0	93008.0	114935.0	3774.0	4342.0	77361.0	77482.0	29056.0	24948.0
k__Bacteria|p__Firmicutes|c__CFGB1762|o__OFGB1762|f__FGB1762|g__GGB4533	78073.0	96789.0	1855.0	1430.0	17450.0	24957.0	702.0	211.0	43565.0	44329.0	27218.0	25032.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	70107.0	86146.0	15166.0	10631.0	2196.0	2592.0	10373.0	4657.0	25834.0	23340.0	10256.0	7295.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	62215.0	78177.0	15405.0	11826.0	3800.0	4713.0	32551.0	25007.0	16315.0	15903.0	67417.0	62372.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12786	39257.0	54526.0	5538.0	5506.0	78760.0	103326.0	7333.0	6472.0	29073.0	27094.0	10728.0	8560.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga	100383.0	170235.0	0.0	0.0	142229.0	236097.0	855.0	0.0	199322.0	247267.0	0.0	0.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4938	59451.0	76314.0	7880.0	7823.0	25290.0	33528.0	2667.0	1446.0	9047.0	10253.0	1128.0	534.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	108695.0	160448.0	0.0	0.0	69.0	655.0	0.0	0.0	17915.0	20140.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidota_unclassified|o__Bacteroidota_unclassified|f__Bacteroidota_unclassified|g__Bacteroidota_unclassified	75644.0	96559.0	0.0	367.0	38920.0	52561.0	3278.0	1731.0	34474.0	38629.0	7470.0	7763.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum	103135.0	150810.0	425.0	140.0	46328.0	61366.0	713.0	2402.0	50209.0	55416.0	1248.0	269.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia	92589.0	145249.0	0.0	0.0	17008.0	24186.0	0.0	0.0	37378.0	49532.0	304.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12794	38235.0	55203.0	0.0	0.0	21250.0	31244.0	0.0	0.0	19962.0	22873.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia	107059.0	172895.0	12580.0	12954.0	2196088.0	3365211.0	116377.0	103516.0	953894.0	1205418.0	51776.0	45456.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella	93645.0	122420.0	19607.0	20104.0	11204.0	12757.0	6413.0	5867.0	67284.0	65432.0	142181.0	112152.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanosyncoccales|f__Candidatus_Nanosyncoccaceae|g__Candidatus_Nanosyncoccus	31949.0	41604.0	0.0	71.0	1775.0	2432.0	176.0	47.0	12661.0	12249.0	6108.0	5892.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	61483.0	90926.0	1623.0	2177.0	121297.0	215830.0	10707.0	18027.0	26951.0	24718.0	14087.0	15224.0
k__Bacteria|p__Bacteroidota|c__CFGB570|o__OFGB570|f__FGB570|g__GGB1202	86377.0	118083.0	0.0	0.0	0.0	0.0	0.0	0.0	20337.0	22181.0	9118.0	7615.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	50776.0	63998.0	3753.0	3046.0	0.0	0.0	18.0	0.0	12445.0	12293.0	12145.0	10042.0
k__Bacteria|p__Spirochaetota|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB49499	79325.0	111326.0	1509.0	1856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB2674	84129.0	116225.0	685.0	621.0	0.0	0.0	0.0	0.0	21561.0	22582.0	1904.0	1457.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12788	49608.0	66042.0	589.0	0.0	242590.0	338534.0	0.0	0.0	8628.0	11493.0	1679.0	540.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6814	69809.0	101293.0	6305.0	6143.0	75970.0	99007.0	3429.0	1953.0	48453.0	52272.0	1416.0	851.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	63586.0	91746.0	1430.0	1306.0	290436.0	403380.0	74137.0	86086.0	125359.0	109757.0	18517.0	16639.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	46331.0	64263.0	20425.0	14827.0	250488.0	324077.0	124218.0	114002.0	40934.0	44342.0	20618.0	45519.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4937	32366.0	36997.0	33073.0	29860.0	119099.0	161472.0	87201.0	72668.0	19128.0	18203.0	5479.0	6515.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3385	59792.0	87166.0	0.0	0.0	179932.0	245025.0	0.0	0.0	24836.0	45764.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785	21337.0	29484.0	5581.0	5937.0	221.0	633.0	3418.0	2489.0	0.0	0.0	832.0	337.0
k__Bacteria|p__Candidatus_Gracilibacteria|c__Candidatus_Gracilibacteria_unclassified|o__Candidatus_Gracilibacteria_unclassified|f__Candidatus_Gracilibacteria_unclassified|g__Candidatus_Gracilibacteria_unclassified	29583.0	40332.0	0.0	707.0	35066.0	52326.0	2833.0	0.0	69035.0	70046.0	761.0	2874.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	44811.0	70421.0	0.0	0.0	71333.0	130950.0	1352.0	1327.0	89000.0	114779.0	80.0	578.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4303	34529.0	52174.0	0.0	0.0	4470.0	5568.0	0.0	0.0	5295.0	5650.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella	47653.0	63194.0	7702.0	2680.0	20367.0	25608.0	10299.0	4923.0	23224.0	23315.0	16214.0	6047.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda	37724.0	52747.0	0.0	0.0	0.0	0.0	0.0	0.0	10658.0	14685.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus	20664.0	32475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__GGB4400	27505.0	41433.0	0.0	0.0	55313.0	74992.0	5364.0	4261.0	82778.0	87268.0	2517.0	1485.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088	23456.0	29553.0	13403.0	13252.0	195119.0	233060.0	49985.0	45050.0	36957.0	37784.0	50724.0	43852.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__GGB72530	25825.0	37313.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733	11350.0	11832.0	15729.0	16044.0	2894.0	4124.0	7516.0	6433.0	1050.0	583.0	250.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3388	28221.0	35611.0	0.0	0.0	178379.0	250381.0	0.0	0.0	20748.0	23278.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB12783|o__OFGB12783|f__FGB12783|g__GGB12783	11515.0	14195.0	0.0	23.0	0.0	0.0	0.0	0.0	104.0	178.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium	20747.0	33934.0	17948.0	17646.0	952.0	1145.0	6493.0	6512.0	1445.0	2366.0	6807.0	5721.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified	25900.0	34321.0	0.0	0.0	41611.0	48474.0	0.0	0.0	1046.0	1368.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	15661.0	22024.0	5729.0	7786.0	138.0	501.0	0.0	0.0	2841.0	2750.0	11840.0	8739.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843	15915.0	32142.0	6670.0	6036.0	33802.0	40464.0	38140.0	37118.0	10728.0	11049.0	5717.0	6521.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3389	18630.0	26749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Peptostreptococcus	12008.0	14241.0	4074.0	6918.0	0.0	0.0	0.0	361.0	2951.0	3194.0	138.0	1106.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1144	17590.0	22268.0	107971.0	103481.0	0.0	0.0	57804.0	46356.0	19723.0	19610.0	107001.0	85898.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB74353	17254.0	19863.0	1823.0	1901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	14344.0	25110.0	10814.0	18958.0	18772.0	28930.0	4008.0	4136.0	4933.0	6801.0	19299.0	18447.0
k__Bacteria|p__Bacteroidota|c__CFGB496|o__OFGB496|f__FGB496|g__GGB1025	15653.0	17807.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12789	5533.0	8509.0	2174.0	2454.0	77429.0	114964.0	1901.0	2137.0	3052.0	4013.0	265.0	61.0
k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394|g__GGB3386	8044.0	11874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia	10113.0	13994.0	0.0	0.0	362150.0	480815.0	91536.0	82564.0	132190.0	139445.0	12658.0	11130.0
k__Bacteria|p__Pseudomonadota|c__CFGB73473|o__OFGB73473|f__FGB73473|g__GGB6673	9618.0	11572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4538	5588.0	7767.0	0.0	0.0	0.0	0.0	0.0	0.0	1475.0	1938.0	10230.0	8465.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Stomatobaculum	6980.0	12102.0	537.0	770.0	0.0	0.0	0.0	0.0	1459.0	1128.0	1493.0	854.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella	5381.0	8911.0	4007.0	4572.0	0.0	0.0	387.0	41.0	0.0	0.0	28418.0	23260.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium	4153.0	7468.0	15573.0	2307.0	0.0	0.0	1579.0	0.0	1584.0	1550.0	5090.0	956.0
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae|g__GGB10852	6178.0	13335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__GGB4393	1915.0	2834.0	782.0	516.0	0.0	40.0	0.0	0.0	4492.0	4165.0	7340.0	4622.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2964	2311.0	2681.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1261|o__OFGB1261|f__FGB1261|g__GGB3059	3189.0	5836.0	0.0	0.0	0.0	0.0	0.0	0.0	1113.0	1722.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__Peptoanaerobacter	2252.0	2874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__Candidatus_Nanogingivalis	739.0	1062.0	1132.0	1148.0	0.0	0.0	0.0	0.0	70.0	0.0	5013.0	4635.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB1832	1895.0	2572.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB1833	1468.0	2403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB89717|o__OFGB89717|f__FGB89717|g__GGB97311	822.0	1591.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae|g__Candidatus_Nanosynbacter	360.0	3880.0	0.0	0.0	38344.0	64451.0	2093.0	487.0	0.0	0.0	1781.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB47462|o__OFGB47462|f__FGB47462|g__GGB12763	322.0	786.0	10179.0	9768.0	0.0	0.0	0.0	0.0	0.0	0.0	346.0	393.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__GGB141585	494.0	757.0	0.0	0.0	14493.0	19805.0	2958.0	1778.0	0.0	0.0	850.0	28.0
k__Bacteria|p__Firmicutes|c__CFGB14224|o__OFGB14224|f__FGB14224|g__GGB38873	446.0	660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella	216.0	921.0	12857.0	14889.0	0.0	0.0	0.0	0.0	0.0	0.0	11663.0	9544.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB143359	43.0	101.0	259.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
